filename,true_bpm,noise_level,fs
synthetic_subject_000.csv,68.41462147517532,0.16548009563400407,30.0
synthetic_subject_001.csv,63.91015104954657,0.1699815002161163,30.0
synthetic_subject_002.csv,89.91333979245485,0.39934901156459074,30.0
synthetic_subject_003.csv,60.93996887421672,0.2500681628029889,30.0
synthetic_subject_004.csv,54.662662314267884,0.42045873458317284,30.0
synthetic_subject_005.csv,113.34527783389177,0.24827559380834563,30.0
synthetic_subject_006.csv,83.62455599938008,0.08471842103772671,30.0
synthetic_subject_007.csv,88.75983630112722,0.24863831876841264,30.0
synthetic_subject_008.csv,62.213736145633604,0.24303620916660057,30.0
synthetic_subject_009.csv,106.53519902169523,0.1557171294830521,30.0
synthetic_subject_010.csv,114.7766831721995,0.15327927747239062,30.0
synthetic_subject_011.csv,54.72426902816401,0.35075261960239534,30.0
synthetic_subject_012.csv,73.26876988202228,0.2183139845289767,30.0
synthetic_subject_013.csv,68.40455192206544,0.17766900570805844,30.0
synthetic_subject_014.csv,61.2483043549584,0.3481451454668198,30.0
synthetic_subject_015.csv,73.64825170906727,0.3688615060846635,30.0
synthetic_subject_016.csv,99.9802437031062,0.39296156002770566,30.0
synthetic_subject_017.csv,62.2963031631011,0.37656890004882076,30.0
synthetic_subject_018.csv,97.71165574879527,0.489220660049551,30.0
synthetic_subject_019.csv,52.46549395528914,0.35472172524058365,30.0
