R,G,B
175.88518858886835,74.33638139149123,58.86667175055008
175.44228826034677,75.37740725689014,59.057151829930966
175.90936063553363,74.95210506222305,59.04086436998542
175.34671928857824,74.68987190722879,58.87870537271577
175.78355208527566,74.60530528971765,58.474957355141136
175.34599537739953,74.77318284070945,58.918489782858344
175.79788621060658,74.66263703519459,58.70692853058539
174.99891684029433,74.52820488011264,58.64828605012186
175.48684815847722,73.85149995572739,58.15619127226085
175.15521387695142,74.29544791789081,58.75816909224217
175.7449128470959,73.6544073354891,58.753525923850795
175.28304661195682,73.2806826681808,59.08614189490458
174.82351181598193,73.39139142023242,58.82811149135268
174.75406260127303,72.88775034389509,58.36801488146049
174.7755075625935,72.36942061552678,58.59417724791966
174.15190912008674,72.76342284480339,58.470089389493005
175.14852102697935,72.9841923806602,58.55021751696852
175.40304733154653,73.61720948393192,58.72683556771981
175.47130004330685,75.0215373993781,58.8382659596958
175.96009472261352,75.56605402919585,59.04159709719085
174.89212422992614,75.14957596689058,58.77917225804726
175.92496599530395,74.49530274179841,59.1467073483934
174.96866796823437,74.58798031579326,59.25122925450514
175.15569434389465,74.31493117907016,58.54952981613053
176.08598390344562,74.78021843648139,58.70894622450671
175.00187423067484,74.75224834770017,58.67246803511598
175.49087260728626,74.54295752624121,58.65436482701069
175.96134021666327,73.538914494951,58.46456567584786
175.6372332201288,74.61805962463069,58.88382880550417
175.50157245901363,74.87969733174131,58.627844372960325
174.6664216669168,73.33062632513119,58.691084083687926
174.47841328005592,72.53085020864314,58.58851932499589
174.3276764833485,72.0381365406671,58.51086714753351
175.04872573260204,72.35256129861854,58.48086598495164
174.9868786629541,72.7647383871207,58.46483056449999
174.9404423896563,74.35691885786775,58.78756304245256
175.64677266432105,75.22367471560656,58.69021151228466
176.3618042719054,74.55095721370472,58.675707331719565
175.65089051975846,74.66460493958955,58.91922909547704
175.57311142002445,74.45666935219684,59.424555048259435
175.50581669937884,75.08179308269325,58.9289022484336
175.3237342576453,74.49202951289858,58.91413655158231
175.12199696093117,75.36501891030619,58.81664425698159
175.8937458137608,74.65101088429199,58.67971782189929
175.3165246290127,74.13502971967839,58.85127011453922
174.85774233121268,73.64649901620064,58.89214981174554
175.21210471480316,73.28728203787452,58.773076929104214
175.44140420995993,74.10314223900905,58.75112612360675
174.81715648251722,73.90320226359994,58.3057634758768
174.36680873239695,73.83304494937919,58.36414326546553
174.49158427056068,72.73406477629432,58.34109872777961
174.24918446627805,72.11458081738186,58.57973008126107
174.74722033503167,72.82004382102072,58.35570545340758
174.57674248019845,73.27707850284226,58.59487332611923
175.03181103399737,73.93088895924417,59.03753387562971
176.47245504021063,75.4092210567492,58.921658948776816
175.86736169307537,75.24549230699881,58.55589328839301
176.5326951178868,74.48993375826674,58.890525164742634
175.62197820500066,74.75446790555851,58.90280435490469
176.75072649485622,74.38720361759465,58.57555399401162
175.96933304593952,74.21635525509244,58.64046926829012
175.55518137642446,74.67989091747621,58.839781283944376
175.0160606117759,73.87873292009532,58.5717464834868
175.003668741827,74.89155532798515,58.78734997744314
174.8416299477765,74.3286911376943,58.41798855786975
175.18145497095196,74.1199508910368,58.53968951832182
174.69701482159624,73.95794774803137,58.71426511763915
175.042904064799,73.65290293080521,58.63243755469402
174.61477898497563,72.20870431031915,58.299442746593925
174.24372316497312,72.07297665555141,58.29312483760826
174.58533420230833,72.06044972681175,58.139882967140345
175.03404997232676,73.98580437941867,58.32966563522501
175.12322933495827,74.96775021608333,58.91090799038367
175.70298929504716,75.52541474739452,58.711198231295235
176.15223437021962,75.74013789181983,58.684269917168066
175.64941760145288,74.90967804993672,58.90095116856469
175.4616022543766,74.8917857177387,58.661490474443575
175.6773926844178,75.26290045578521,58.77300764738661
175.60192718568604,74.9584262719382,59.28572555933084
176.1124557723694,75.41530402454433,58.861304463049684
175.1965894284608,74.73860971343335,58.54110510385458
175.84123817030505,73.35716701433452,58.668412495219876
175.42832540170423,74.56490063650742,58.550936246905344
175.4694977518521,73.52372189522124,58.75867350111412
176.2126484897282,73.76422874714011,58.596116063176574
175.15981325594515,72.4549503936163,58.27427353673678
175.73201734242866,72.18110373474549,58.45298209288313
174.48152758775367,72.27562562978997,58.86650602817094
174.85705887095423,72.66063612366034,58.68406183836872
175.6410025789004,73.82287295300262,59.01267025791063
175.86153627085685,74.28088198686815,58.655534813966035
175.84436650082796,74.95964586460062,58.92727713469605
175.92487736488147,75.18702980284937,58.68172119544963
176.52338947850637,74.34976915486344,58.859078153150314
175.1709929793319,75.08716599646078,58.838533790334665
175.01413105578615,75.03051176993601,58.912339730161364
175.76349489190005,74.55488988546757,59.16247912901434
175.68906264039296,74.39148999061555,58.78724943454392
175.84028018033737,74.57842063641222,58.83955289926105
175.24548339857265,74.19683016333232,58.213489317800835
175.23310125266084,73.78617289543757,58.54756593397061
174.7777625238112,73.99559167665122,58.45487213908021
175.58232320870104,73.37819426536882,58.744744324011464
174.59384738668814,73.45093722516275,58.09853185519228
174.86242210255557,72.60355930499692,58.18104121661463
175.139907874197,72.59971258278955,58.983388266793874
175.27350888236478,72.97524393488384,58.394000059088675
174.95483811420925,73.85653721519371,58.67964304194224
175.9336762724931,74.90016678148366,58.761586657286216
174.8253079860481,74.77837236767513,58.76748929014538
176.44313480636083,75.22271739500027,58.91833402211104
175.63124215801173,74.62411282554781,58.35361233448191
175.7118279106658,74.64215082189294,58.76045011605978
176.16902759842048,73.73291606075793,58.7961266967483
175.7309520803301,75.04135515975759,58.61486059404855
174.94213233754306,74.9556196715167,58.40483482307612
175.32217622634735,73.90333690989367,58.53828638253317
175.09211168822367,74.19398516456891,58.43469909944951
175.09387549739483,74.6616108037163,58.5976902346569
