R,G,B
188.9255469973379,34.83642858489926,34.76752641184349
189.67578742714835,35.93250501099448,34.603610881570646
189.92047404091232,35.517232809033544,34.4888739565268
189.34370186138312,35.55143705760174,34.51211424204243
189.92432655115076,35.34640839187447,34.2075710981142
189.2679826063631,35.176383725644726,34.454385193495696
189.53776580553978,35.3102498223708,34.44237760327323
189.33635518856389,35.09246441901008,34.308519112494906
189.2085084551195,34.61354107954936,34.62287381380644
189.5072024656083,34.8310638796233,34.26715782356942
189.0738223327211,34.981202146576756,34.28207015084248
189.32633779566356,34.37036213515201,34.46080695672304
188.87576347924215,34.699543662069274,34.54272368993339
188.88111257776723,34.75377170150052,34.32711013478263
188.63456829089068,33.85689165513921,34.14234597346166
188.34782591861227,33.165587364100915,34.335533384517
188.15045767196813,33.13544288469383,33.99422964542312
188.71208801923453,32.733743301374204,34.22258061337576
188.28012503990294,33.78935221362594,34.29440250830908
188.5183970207178,34.204567543396166,34.227308609616585
189.5583586101086,35.105474635226166,34.54441433864501
189.68441724003952,35.78819539265819,34.54979135899393
189.39690299531912,35.56435330841393,34.515303182745825
189.74298405357752,35.21585460698617,34.551406695413455
189.40757667608827,35.3977017488473,34.43895634797023
189.30576052351498,35.23360372916002,34.28245006099788
189.09927531633667,35.26816261426078,34.54745554147162
188.90531288069687,35.183306706667985,34.777840754567016
189.0469669772953,34.663757646257714,34.67777103789301
188.95909760526598,34.75531906464385,34.26244765104482
189.01348526564456,34.658852248000386,34.60094008259716
189.7427420780659,34.81559804655696,34.71735067068074
189.19210093800612,34.38764624094623,34.374360705083085
188.68595723288948,34.70428178809301,34.270280659718836
188.42992015629773,34.00923386287252,34.29182162268146
188.32144930403348,33.18605307605641,34.12250005847072
188.24459004947593,32.80918448235963,34.283384110019085
188.15455648832275,33.74908901192381,33.88870894719496
188.477213272387,33.73489948632572,34.18736393919128
188.1937814397585,33.98419967185051,34.326789623962135
189.5733822136139,34.43874660150569,34.423814931330284
189.4458934395594,35.62302736480951,34.511601269494314
189.78100213980315,35.77469070051357,34.39684354164258
189.36424092953115,35.4674319633302,34.56958623780455
189.15655062464796,35.26688417551724,34.53184307275966
189.24968992449436,35.158972468170866,34.298321623647524
189.61887502268715,35.25353713030685,34.48239216550146
189.69724953574016,35.23466911592065,34.52440928942675
189.60693778385624,35.28139509632224,34.58108099859664
189.19792788383316,35.19493840610087,34.36545004081194
189.4797154344479,34.74672219776458,34.598896006526395
189.1977658598393,35.0000193978318,34.3851072050674
189.14650591443004,34.74841057364466,34.291028013029496
189.3393565888143,34.270955678717684,34.28906089990807
188.8230727727307,33.733126726473124,34.23332288813087
188.5077513488594,33.67898969498007,34.217395016629126
188.5134637510505,33.20236943938771,34.20570282689958
187.9742385368549,33.66377349129374,33.80489534968438
188.5822610818435,33.168633717728696,33.78035513844231
189.0608278122771,34.11089679791378,34.32129487910818
188.9688846406477,34.57584335206697,34.16944781014722
189.4948812873655,35.07766733891003,34.503356234488585
189.55714852296128,36.08390722630796,34.64869179076303
189.88693840448866,35.55199938013773,34.28390081144735
189.1896338089127,35.44507250874768,34.394287786197914
189.39447139074073,35.33162611543294,34.72350629672444
189.29264952173378,35.119741623090725,34.34606447553754
189.3116216857579,34.79549004183412,34.4817392641866
189.5977873893638,35.42164226418173,34.283188280781054
189.3169524531605,35.11634081315309,34.430429492234204
188.87639326582126,35.14260499018239,34.339192188430154
188.83275086833564,34.82217486136693,34.324588035439334
189.22495573437573,34.95662305693043,34.39253090971801
189.37846543626756,34.442894649180495,34.38591210229119
188.35016101339446,34.10235745055282,34.173439486139685
188.6307874346012,33.02101001221479,34.10582528458979
187.98777516403825,33.1230137875881,34.273498724396234
188.048057149798,32.739086250579156,33.725921307553584
188.12696286698568,33.53095752475606,33.994700572861795
188.8702274765792,33.822567126006334,34.00411819271528
188.89437976464365,34.816074197124195,34.24404495382686
189.36594038405175,35.012150440574906,34.146195613696314
189.6167511150066,35.172261476656516,34.57035164647542
189.66401756407336,35.40001577213036,34.51594464382851
189.59561551301246,34.895951427939785,34.42277678270188
189.17013545995616,35.634268206522506,34.529740108517316
189.29317762797913,35.18684172446329,34.423244814861995
189.6781014004874,35.37440744144153,34.39000663751007
189.88287718021365,34.96570699491419,34.43595227736824
189.27535028697042,35.034944469536136,34.4330411439165
189.58123205235077,35.043130378430426,34.64974822934829
189.3542326406271,34.811546026242894,34.340634641242254
189.1972911855079,34.96507393517416,34.35881939747245
188.62326549915835,34.524031161116845,34.33099920532293
189.49716341051155,34.084172262337525,34.59069593571871
188.9741683845375,33.63539012201984,34.09901283801794
188.27899030670451,33.13478522421278,33.945969149658296
188.48995238010835,32.98660240742162,34.00010162034819
188.3277013851709,32.94568880907222,33.94416254412074
188.6129677531194,33.07088034541184,34.11373690936793
189.00049538195663,34.489975945094244,34.24109728412623
189.55725268233286,35.34253144724647,34.42736607235812
189.51607203768125,35.626073909769225,34.73239497143475
189.8948518441676,35.68055058726178,34.1972741733091
189.8638423454914,35.481824709525725,34.55773981776143
189.66014719462947,35.53596209421391,34.523734996096756
189.31975249368372,35.48606373797466,34.520908747151665
189.2965011849267,34.75003128001064,34.54282801075578
189.47761458656186,35.306560220924375,34.28049812322366
188.9722542170234,35.529284581427724,34.36290288603842
189.1223041685883,34.28967549508014,34.2292193415945
189.25515581494716,34.807114097451,34.69934816987817
189.1828055019137,34.639800293186234,34.35228436582348
189.1440687708954,34.861244679709564,34.60498599208439
189.53818831155814,34.50716992917554,34.33716229571741
189.12594285995107,33.866175625799855,34.271182631666846
188.5370638744004,33.57875603474122,34.25195415411661
188.61748892399444,33.269817343683606,34.26019189832661
188.29832721000633,33.17952353474964,33.99201762290671
188.01955264990275,33.447583391748324,33.853820233584536
188.90841222720812,33.83099859824619,34.53211275006268
189.41291836583076,34.382194991886024,34.2882491741581
189.7448940776151,34.9912085900419,34.30577131336099
189.47276340595957,35.823079249715875,34.51486964671122
189.5969589721449,35.66561204939246,34.37676454699458
189.53088338010977,35.29011780599506,34.3715990968624
189.5873907362352,35.01665567277224,34.400030364011634
189.40213969065096,35.05862727111081,34.5902848350719
189.54568433452874,35.16516074441711,34.48446453777421
189.32418249792636,35.22880435808159,34.51964797553729
189.53750971402997,35.57627050284899,34.4105870832535
189.29401821525104,34.88018581179991,34.288154738984446
188.9472651282906,34.46145542248586,34.61645985038322
188.96831375502083,34.94750144779252,34.52774956119459
189.1021254009149,34.488464960550616,34.14342203236327
188.64900978663098,34.26686910287734,34.00251279931635
188.37616434923706,33.30073524283308,34.13031814198049
188.2472656096131,33.44085731395864,33.912930589525146
188.28689593485868,32.95062322447415,34.27961846868163
188.21676277368857,33.32383118133321,34.032286461419616
188.60057570608336,34.04767544171578,34.322311309191434
188.89898467506342,34.34682917768097,33.87876164911172
189.40462993117944,35.14070298037384,34.484622528870666
189.5725090395114,36.162864386421354,34.593471780905205
189.51629142616238,35.84818917636203,34.536457385351945
189.17894155013,35.585929600707885,34.52368834714449
189.44222265935875,35.30603823305982,34.432440219592905
189.825219559211,35.5600021943666,34.65782671316491
189.38456518435183,35.295450642705504,34.521822015824625
189.69958343081805,35.047465804632,34.427003187905534
189.52180770612134,35.02951910312885,34.479334358983024
189.08296144925447,34.80762290841706,34.26617857268979
189.01488964781674,34.45417225003355,34.44259581964436
189.15836069599055,35.03460464498245,34.4141356344763
189.18323382167614,34.94659887972834,34.365253841318285
189.03260926586634,34.49558718486708,34.446115742875534
188.6362317698908,33.91922174748701,34.30906741199284
188.41832820731253,32.87062498531042,34.03556336769037
188.25284654401506,32.98574387023596,33.70770254932879
188.69068217440602,32.775859582208405,33.993732312765644
189.0045214091451,33.66188174784482,34.04379598342591
189.0365515529337,34.36429621593673,34.20629994106544
189.31517811541514,35.282561622097106,34.692715768610135
189.75783067713553,35.438953524622455,34.637196191640506
190.04191072755762,35.75524237342229,34.470817252348766
189.66766830653128,35.31432546003833,34.22993914890837
189.52087440230522,35.36217549961578,34.82880736947343
189.40944361851686,35.13420598067626,34.44088741131906
189.63637116846394,34.576838111052574,34.36622297870184
189.298666809865,35.33774996661093,34.31418511466488
189.282615788716,35.01430905057467,34.388717093906926
189.39604251428074,35.35850947244912,34.444415751494276
189.42736429571528,34.664464001600116,34.224263760695926
189.0036657670182,35.05215919199922,34.580306818646584
189.16504993917368,34.57196649592857,34.16605390609565
189.27376052490519,34.483680000904236,34.03136747971242
189.30656236363748,34.44333187657329,34.482832626445216
188.48653898672003,33.63240812641011,34.177271998808045
187.8436303395359,33.157690037931594,34.189571270071504
188.36168306317043,32.681553136076104,33.87594141723265
188.63791090901606,33.7023812751992,34.25557498230774
188.64632882256672,34.16612523308181,34.283591222934156
189.36118834322983,34.76739407879615,34.38137944251263
189.06923345971833,35.75570179533696,34.55144726822733
189.6883511649693,35.71614870812792,34.52884225866173
189.6526479423895,35.223993946724875,34.539339864738544
