R,G,B
175.35052254810867,73.18532984346227,22.159744866947534
176.1085749244799,74.97310274215067,22.19430154062688
175.78686135928498,74.8796763716046,21.959707774541116
176.45547851635854,74.0535539603417,22.365307574959065
176.00472671088525,73.55106142036897,21.824323091044906
175.88452101890385,73.61092734456307,22.36592719726381
175.82280055419102,73.93394116149409,21.796283884009018
175.5652131622546,74.2128676961848,21.902566356589016
176.08049302130976,74.03651731310823,22.124406007936713
174.87588511020778,74.56528256621101,21.95070819127
175.00213799110887,73.80332856030667,22.34447898232198
175.92486559676328,73.85048830967287,22.635504393603235
175.43734433233985,74.26695795497649,22.288874044946752
175.4721725736205,74.42738788484826,21.967283243859182
175.45216295424652,73.9816031180139,21.777041013867418
175.603136356354,74.52541562149442,22.025577492844324
175.33906753816092,73.1060020424383,22.5945933088779
175.77310254784047,73.59684962749783,22.279142431446356
175.29515288661494,73.84432057313232,22.5274598457413
175.36260389629402,72.73055599966514,22.147800539758155
174.67448641126427,72.86707692513788,22.163540658052582
175.08880428327592,72.59790166587403,22.120372165372235
174.91759062657056,72.65202694808275,22.162721767438796
174.57715840007887,73.0152331827403,22.353790325258192
175.1201813861673,71.62952563766311,21.869843787549982
174.69963935593384,71.51979735633147,21.664544759903713
174.0404710986103,72.11078405239157,21.690940339795837
174.50221183041523,71.61690552509154,22.22896972449345
174.7148495948182,72.39645871614633,21.57010247778317
174.81560706156756,72.76495814672938,21.62388765692149
174.65152999084196,71.72922921258755,22.026683679432246
174.83011858219444,73.7303647806482,21.79106137636573
176.5899486239453,73.51218011780529,22.132396597051162
175.2411798639519,73.9385523350547,21.906948773591775
175.90346773075544,73.68717115669723,22.106430879133654
174.69445780407824,73.26056094286595,22.58688310154063
175.52567700266812,74.13543505894249,22.63517716767847
175.47291468873777,74.36565054106256,22.080323586287978
175.4270866264252,74.9662809367627,22.26953086827229
175.8668498257626,73.62803913648855,22.635581492750998
175.22126202347073,73.91106666665654,22.172991497201394
176.37494663363034,73.53444912563978,22.148465979163888
176.1789137433251,74.47376192210358,22.788234831056727
175.59496985619654,73.45130783522957,22.04635524768609
175.62289463230996,74.37004769460404,22.32657070992098
175.46796496264892,73.66998839456532,22.14490087207123
174.9582923000837,73.13650473782096,21.981480614519423
176.14611918547612,73.46797942102107,21.887186115398322
175.5352371765167,73.75589792952739,22.34911681295827
175.720173804918,73.2675187280439,22.313419326661155
176.29508145082724,72.56208892566974,22.01469948783292
175.89336564558937,72.64413449126053,22.11233842362359
175.85998746003474,73.55918713300206,22.115122875598807
175.32505169431738,73.0367953162262,22.373238231914478
174.9011797619164,73.2130591477687,21.787626078100576
174.95530428860386,73.33321982376141,21.962082130214974
174.91949113126995,71.57016579804007,22.698489575361688
175.24234641774922,72.08117760859349,22.159656097756365
175.72284852105352,72.3917823349884,21.527453711808622
173.8202327115428,71.31384234401762,21.674399798441513
173.84877445676656,71.8796611719877,21.53316807428484
174.1651447072207,72.10759514793311,21.809290044843355
174.72639437698442,71.59130313733826,22.194384071971214
175.4610241342511,72.37054084993437,21.74658528270054
175.31096219867302,73.22627596910107,22.176546666391303
175.10864926302662,73.56832150281615,22.055088607973268
175.64166925575847,74.29859418709945,22.481445959738735
176.43747248826452,74.29608492222377,22.466090915610447
175.2356615794483,74.49311527859896,22.81630009873025
175.30854484809936,74.89858916103044,21.97391514267466
176.48206754795552,74.1954747590745,22.621509827226046
175.8894852974521,73.91295788963612,22.37920235645889
174.9616115187127,74.6420534438858,22.16456888716852
176.24268890356697,73.9325290144323,22.34823774682449
175.85224033285922,73.42394884383911,22.1813341166577
175.96057608569657,73.77536126617025,22.15180912432416
175.6081741862079,73.51739666715868,22.16141888798574
175.73976576158955,73.69897722556627,22.038011374335717
176.2412104911862,73.62819981810767,22.017592958318506
175.8542378779336,74.00998178973812,21.918686625367048
175.6045215446759,72.99397006615585,22.118729642645455
175.80348388183938,73.00612465796891,22.382317364641747
175.9700902386846,73.63130546196454,22.235123961368544
175.60750375230808,73.59308653793275,22.268946753194257
175.82112413582277,73.05323932190521,22.36035731196198
175.96335006868426,73.59149808064949,22.286235490827565
175.17665038909573,73.8300308731356,22.062690801071394
174.58661702294734,72.70516437954947,22.140638438770655
175.38813260481572,72.67278628034765,22.013858636917035
175.71342148371744,72.67692076708872,21.830736279034845
174.94466499355798,72.35481567028144,21.491196149409888
174.29721535067696,72.10458076424763,21.859417586071554
175.08933100378772,71.81665747562795,21.645861532638097
174.30483325397583,71.29519379850082,21.95155110861523
175.46599622564077,71.88298949706842,21.86707217589193
174.98143518780438,72.10765233862068,22.508839345313554
174.94269255903953,73.28747490924546,21.984843118083464
175.22222097482455,73.17656367977135,22.186737010138987
175.12280243391567,73.10810626411131,22.69549091883696
175.6805686888563,73.31366418343427,22.4488048481475
175.45762778934932,73.74853269048785,22.589682670318858
175.18506253758568,74.58131857553352,22.67998849734358
176.28489689153324,74.20365433441407,22.452194796883433
175.67535618678897,74.08753252343725,22.530097476217247
174.7899733680469,74.09309435360696,22.260956657405327
175.74086262376065,73.8635531376871,22.4440395390157
175.7078142741087,74.1896340774412,21.976273174395658
174.98732975980192,73.77551430022476,22.456784216854498
175.92892196960062,74.37170398551457,22.261726811699646
175.61215388559182,73.62125228076337,22.26893059438313
175.8995481447828,73.90287291897492,21.576553107728685
176.7415450749297,74.0970057670379,22.302956686103347
175.4269486689863,73.60641978218291,22.32571960105024
176.15410195536367,74.26183891927286,22.025542822415996
175.9513006728084,73.62820830470288,22.11852664612617
174.7395372359748,72.78085903914462,22.10357174612111
175.41694797750307,73.67723823928985,21.756458001409758
174.8594062765135,73.34656163989979,22.257802831053986
175.45484542965536,73.4044287735519,22.071167547132344
175.3859148891914,73.52839951526683,22.51963939138668
